No.,级别,类别,类别名称,细目,语法内容,例句
497,七-九级,短语,固定短语,四字格,无A可B,"工作地点离城里很远，休息时无处可去，他只得靠钓鱼聊以解闷。
到了淡季，公司业务很少，大部员工无事可做，只能拿底薪。"
498,七-九级,短语,固定短语,四字格,自A自B,"这位导演，早年在外国留过学，编剧功底了得，今天这戏，就是他自编自导的。
他开心极了，直夸我干得好，并自称自赞，说自己眼光独到。"
499,七-九级,短语,固定短语,其他（话语标记）,不瞒你说,"你这一番言论真令我醍醐灌顶，不瞒你说，我虽虚长你几岁，见解却远不如你。
老刘，不瞒你说，那次去你家吃饭，我到得早，你不在屋子里，桌上放着白菜炖五花肉，我就恨不得先吃两块解解馋。"
500,七-九级,短语,固定短语,其他（话语标记）,不是,"你们俩有话好好说，别斤斤计较，各自让一步，这事儿不就过去了？
——不是，我俩吵架你瞎掺和什么？
我们现在去吃自助餐怎么样？
——不是，你下午两点才吃过饭，现在还不到三个小时，这么快就又饿了？"
501,七-九级,短语,固定短语,其他（话语标记）,不是我说你,"不是我说你，你真是一点儿事都不懂。你既然求他帮忙，为什么姿态不放低点儿？
哥们儿，不是我说你，你还是社会经验不够啊。这件事搞成这样，说明你和上司的关系实在不怎么样。"
502,七-九级,短语,固定短语,其他（话语标记）,反过来（说）,"人的素质是人进行社会实践的产物，反过来，人的素质同样也会影响社会实践。
一个国家的教育发展水平取决于其经济、政治的发展程度；反过来说，它的经济和政治的发展程度，同样受到教育发展水平的深刻影响。"
503,七-九级,短语,固定短语,其他（话语标记）,概括来说,"我看过陈刚写的诗，概括来说，给我留下了这样两点印象：第一，他的诗可谓大气磅礴；第二，他古典诗词方面的修养非常高。
《体育课程标准》为体育课堂提供了课程评价的相关要求。概括来说，相关要求涵盖对学生的学习、教师的教学和课程的建设等多个方面。"
504,七-九级,短语,固定短语,其他（话语标记）,归根到底,"我所做的一切，归根到底，不还是为了你吗？
企业竞争，是技术、产品的竞争，归根到底是人才的竞争。"
505,七-九级,短语,固定短语,其他（话语标记）,话是这么说,"他问同事怕不怕，他们总是说：“这有什么好怕的？”话是这么说，但他依然有些恐惧。但怕也没有用，因为活是要干的，你怕不怕都得干！
如果一个人的事业能够被社会所认可，那么这种感受是超越物质的。话是这么说，但谁不想拥有好的物质条件呢？"
506,七-九级,短语,固定短语,其他（话语标记）,话（又）说回来,"现在很多公交车驾驶座旁安装了包围门，保证司机专注开车。话说回来，司机安全驾驶，乘客才能安全到站。
我一定得去问问，她这本书是在哪淘来的？不过话又说回来了，打听出来了又怎么样？反正已经被她买走了。"
507,七-九级,短语,固定短语,其他（话语标记）,换句话说,"喀什绝大多数人口是维吾尔族，汉族仅占10%。换句话说，10个人里只有一个是汉族人。
读书固然范围要广博，但是也要有所选择，不能什么都读。换句话说，不仅要多读书，还要读好书。"
508,七-九级,短语,固定短语,其他（话语标记）,简（而）言之,"你要问我过年的感受，简言之：热热闹闹、忙忙碌碌、吃吃喝喝、嘻嘻哈哈罢了。
电影艺术的教育作用，在于将人物的境遇、所作的斗争以及内心活动、思想感情传递给观众并为其所理解，从而激起共情。简而言之，就是能否动之以情。"
509,七-九级,短语,固定短语,其他（话语标记）,可不（是嘛）,"“北京的雪总是静悄悄地飘下来，不会有一点声音。只有第二天早上睡醒了去开门，才知道昨天晚上下雪了。”一个道地的北京口音回应说：“可不，北京连雪也文明。”
刘全指着铁子说：“要不是蔬菜大棚，铁子还是贫困户哩！”铁子不好意思地笑了：“可不是嘛！”"
510,七-九级,短语,固定短语,其他（话语标记）,老实说,"老实说，我对你太失望了。
我和我老公现在的状态是，只要我不主动和他说话，他也绝不会找我说话，老实说，有时候我觉得这样也挺好的，默契就行。"
511,七-九级,短语,固定短语,其他（话语标记）,（你）还别说,"我的朋友给我介绍了一位知名造型师。还别说，经他这么一打扮，我感觉整个人年轻了10岁。
我当年一咬牙，花了三个月的工资买了这台洗衣机，你还别说，贵有贵的道理，这么多年它没出现过一次质量问题。"
512,七-九级,短语,固定短语,其他（话语标记）,你看你,"孩子考试不及格，千万别这样训斥孩子：“你看你，就考这么点分。你看那谁谁谁，人家怎么就能考那么高的分呢？”
小娟啊！别人减肥，你可不能减啊！你看你，本来就瘦，再减的话都没人形了！"
513,七-九级,短语,固定短语,其他（话语标记）,说到哪儿去了,"你说到哪儿去了，我才不会对他产生任何好感！
姐姐，看你说到哪儿去了，这么见外，我们是一家人，我怎么会不尽全力帮你呢？"
514,七-九级,短语,固定短语,其他（话语标记）,说真的,"说真的，老张，我真怕他！不但我怕，别人也都怕他。他要是来了，我可是一句话都说不出来。
娜娜心平气和地说：“说真的，晓东，你过得好还是不好，对我已经无所谓了。我现在看到你，心里完全没有波澜。你放心吧，我不恨你，你不用抱歉。”"
515,七-九级,短语,固定短语,其他（话语标记）,退一步说,"向一个根本不喜欢数学的人解释为何迷上数学，这几乎不可能。退一步说，他甚至不能向自己解释清楚。
且不说在近几年内，本省电力紧缺的局面不可能有根本性的改观，退一步说，即使电力紧缺得到基本缓解，小火电仍然有其不可替代之处。"
516,七-九级,短语,固定短语,其他（话语标记）,无论如何,"无论如何，我得去打听打听，她这衣服到底从哪买的？
追逐梦想的过程必然是艰辛的，但无论如何，你都要坚持下去。"
517,七-九级,短语,固定短语,其他（话语标记）,要（让）我说,"你不能只看别人对你热不热情，先得想想自己应该怎么做。要我说呀，你还老觉得自己是个知识分子，身份与众不同。
我是没看出来他的书法好在哪里，妙在哪里。要让我说，不同就不同在他是个作家，而不是普通人。"
518,七-九级,短语,固定短语,其他（话语标记）,这不,"那些小伙子经常过来帮我在院子里干活，遇着墙坏了就重新垒。这不，院子的东墙就是他们不久前新垒的。
节日到了，我想给他们改善改善伙食。他俩是滕州的，这不，我准备了大葱、煎饼，还有一大盘肉。"
519,七-九级,短语,固定短语,其他（话语标记）,这样一来,"他在屋后的空地上饲养了一群小鸡。这样一来，等小鸡长大后，他就有鸡蛋和鸡肉可吃了。
这些猎犬虽然个个经验丰富、身手矫健，但是对主人却不够信任。这样一来，整个队伍在捕猎时的战斗力并不高。"
520,七-九级,短语,固定短语,其他（话语标记）,真是的,"他在我睡熟的时候偷偷跑了。真是的，我怎么会一点儿动静都没听到，睡得这么沉呢？
这点儿小事你竟然能唠叨两个多小时，真是的！"
521,七-九级,短语,固定短语,其他（话语标记）,综上所述,"生态经济学认为，一切经济活动都是在一定的生态经济系统中进行的。它是由生态系统和经济系统两个子系统有机结合形成的。经济活动不单在经济系统中进行，同时也在生态系统中运行。也就是说，同时要受经济规律和生态规律的双重制约。有的地区比其他地区发展得好、前景也更广阔，关键就在于主政者能够不但遵循商业经营规律，同时也满足生态平衡的自然规律要求。综上所述，创造经济效益、增强地区的竞争力与可持续发展密不可分，关键之处是人类是否在合理地利用资源、是否在改善和保护环境。
在这两天的赛场上，对面实力强大，调兵遣将游刃有余，相比起来，我们在女子项目上可与之匹敌，男双也有机会，但男单相对处于弱势。综上所述，赢下对方的困难不小，可他们碰见我们，心里未必就不发怵。"
522,七-九级,短语,固定短语,其他（话语标记）,总的来说,"法制组调查组赴广东省多地，对招商引资工作进行了深入调研。总的来说，工作取得了不小的成就，但也暴露出了若干具体问题。
他虽然性子急，有时说话有点儿伤人，但总的来说，他是个善良、真诚的人，关键时刻，总能给予我最及时的帮助。"
523,七-九级,短语,固定短语,其他（话语标记）,总而言之,"现在这个时代，你不但可以进行传统的阅读自学，还可以在网络上参加正规大学开设的慕课，学习之后甚至能获得学分认定。总而言之，一个有志于学习的人，肯定能够找到适合自己的学习之路，从而走上精彩的人生之路。
鲁迅早就主张用“拿来主义”对待他国的科学文化。他主张“拿来”以后，再区别好坏，或用或弃，总而言之，为我所用。"
524,七-九级,固定格式,,,X到这个地步/份上,"他的出发点是好的，只是没想到事情会闹到这个地步。
她是铁了心要走，话说到这个份上了，再挽留也就没什么意思。"
525,七-九级,固定格式,,,X得要命/要死,"他对他那一对双胞胎儿女，喜欢得要命。
今年福州破天荒下起了雪，天气冷得要死。幸亏家里提前装了地暖。"
526,七-九级,固定格式,,,X都不/没X,"儿子再次打来电话，可他连听都不听就直接把电话挂掉，然后把话筒放在一边，这样他儿子就再也打不进来了。
我敢断定，你托他办的这件事，他在老板面前提都没提过。"
527,七-九级,固定格式,,,X就X个Y,"玩就玩个痛快，反正明天还是假期。
今天我请客，你不用心疼钱，咱去就去个好点儿的饭店。"
528,七-九级,固定格式,,,X了Y，Y了X,"在海上生活可不是件简单的事。这几天，我们晕船晕得吃了吐，吐了吃，一点儿胃口都没有。
昨天晚上我睡了醒，醒了睡，心里十分烦躁，总觉得我们的秘密被泄露了。"
529,七-九级,固定格式,,,X也好，Y也罢,"你相信也好，不相信也罢，反正我没有在背后说过你的坏话。
不论别人说我幼稚也好，不成熟也罢，我都会坚持自己的原则。"
530,七-九级,固定格式,,,别提（有）多+形容词+了,"她这次考试没考好，整整哭了一天，别提多伤心了。
我和爸爸昨天第一次坐了过山车，那种体验，别提有多奇妙了。"
531,七-九级,固定格式,,,不亚于……,"站在慕田峪长城的高处看去，只见长城宛如一条曲折蜿蜒的巨龙，气势丝毫不亚于八达岭长城。
她一说起家乡便打开了话匣子，那骄傲的神情透出对家乡无比的热爱。她对每一处名胜的了解程度不亚于一个专业导游。"
532,七-九级,固定格式,,,不知X是/才好,"很多年轻人工作上有闯劲，但比较毛躁，遭遇挫折时，总不知如何是好。
她告诉我她和男友分手了，很痛苦。可我真的不知怎么办才好，只能不停地安慰她。"
533,七-九级,固定格式,,,动不动就……,"那姑娘动不动就给他打电话，弄得别人都以为他们是恋爱关系。
“我根本没有说过那些话！”王静的脸沉了下来，“你怎么动不动就歪曲我？”"
534,七-九级,固定格式,,,动词+得个……,"小黄怎么也不会想到，这份就业协议把自己送上了法庭，赔了2万元“违约金”不说，还落得个“没有诚信”的名声。
他也曾在股市搏杀，企图大赚一笔，结果闹得个血本无归，连房子都卖了。"
535,七-九级,固定格式,,,动词+个X,"你来我家，我一定用珍藏多年的好酒招待你，让你喝个痛快。
你下班之后就回家不行吗？天天在外面玩个什么劲儿？"
536,七-九级,固定格式,,,该X（就）X，该Y（就）Y,"遇事别多想，该吃吃，该喝喝，天塌不下来。
到了高三下学期，就该放下所有负担，调整好心态，该学就学，该玩就玩。"
537,七-九级,固定格式,,,何至于……,"要是我能想到别的办法，何至于来叨扰您呢？
我后悔没有听从他的忠告——要不然，事情何至于变得如此不可收拾！"
538,七-九级,固定格式,,,仅次于X,"在这家私营企业中，他的地位仅次于董事长。
水稻是世界上分布最广泛的粮食作物之一，其种植面积仅次于小麦。"
539,七-九级,固定格式,,,看在X的面子上,"我今天之所以放他一马，完全是看在你的面子上。
你别那么固执了，看在孩子的面子上，就来一趟吧。"
540,七-九级,固定格式,,,没什么+动词+头儿,"我觉得高档饭店的菜真没什么吃头儿，还是路边地道的土菜馆吃着过瘾。
春晚小品少了原来那些老面孔，还真是没什么看头儿。"
541,七-九级,固定格式,,,没什么好+动词+的,"你别再解释了，我跟你没什么好说的。
这事儿已经过去了，没什么好纠结的，人得往前看。"
542,七-九级,固定格式,,,莫过于……,"登山的游客可以欣赏到众多书画名家留下的石刻题词。石刻题词最密集地方，莫过于我们现在看到的这处崖壁了。
近些年，在全球范围内引发最多关注的火山，莫过于2010年3月20日开始大规模喷发的冰岛南部的埃亚菲亚德拉火山了。"
543,七-九级,固定格式,,,你说你一个X，……,"你说你一个20多岁的成年人，又不是小孩子，怎么连话都说不清楚呢？
你说你一个弱女子，一个人跑到这儿来干什么？人生地不熟的。"
544,七-九级,固定格式,,,什么A的B的,"你知道我的难言之隐，我不能和任何人说明我们的关系。所以什么好的坏的我都要憋在心里，默默承受。
听说小林和小王要结婚了，是真的吗？
——什么真的假的？！他俩结婚的日子早就定了，请帖也都发出去了。"
545,七-九级,固定格式,,,视……而定,"这项低保补助金，是为低收入家庭发放的。补助金额每家从500到3500元不等，视家庭收入而定。
领导进行调研的方式有多种，可以明察，可以暗访，可以召开小型座谈会，还可以针对性地个别谈话。该用什么方式，应视情况而定。"
546,七-九级,固定格式,,,谈何……,"十几年前，该县共有20余所小学，其中多半学校的校舍残破，教学设施老旧。这种情况下，谈何“素质教育”？
消费能力不足，工业产品就卖不出去。产品市场惨淡，工业谈何兴旺！"
547,七-九级,固定格式,,,无非/不过/只是……罢了/而已,"他无非有些小聪明罢了，离天才还差得远呢！
这里的海鲜大餐物美价廉，人均花费不过二百多港币而已。
我从来不觉得自己胖，我只是不瘦而已。"
548,七-九级,固定格式,,,想X之所想，急X之所急,"领导干部不能有私心杂念，要全心全意为人民服务，想人民之所想，急人民之所急。
创业指导专家服务团成立一年来，想创业者之所想，急创业者之所急，是创业者的最佳智囊团。"
549,七-九级,固定格式,,,向……致以……,"我们谨此向广大读者致以最诚挚的问候，感谢大家在过去的一年里对本刊的支持、鼓励和批评。
我满怀喜悦，用中文向留学生们致以节日的祝福。"
550,七-九级,固定格式,,,要X有/没X，要Y有/没Y,"我要长相没长相，要身材没身材，怎么可能当明星？
我们返回的时候要机票没机票，要火车票没火车票，只好跟人拼车回来。
老张要能力有能力，要资历有资历，早就应该当经理了。
你的部队一定要坚守阵地，把敌人反击下去，要援兵有援兵，要弹药有弹药。"
551,七-九级,固定格式,,,因……而……,"看到其他人的结局，俞经理十分庆幸自己没有因一时冲动而犯下大错。
教师为每个学生制定的学习计划应因人而异。"
552,七-九级,固定格式,,,有何X,"政府若仅靠当地力量不能让群众脱贫致富，引入外部资源有何不可？
我是真不明白，你这样只知道拼命赚钱，生活究竟有何乐趣？"
553,七-九级,固定格式,,,有什么+动词+头儿,"这不就是一场校际篮球联赛吗，有什么看头？
我是不明白，这些垃圾食品，油腻至极，有什么吃头？"
554,七-九级,固定格式,,,（在）……之余,"他职位提升后，工作日益繁忙，只能在工作之余发表一些作品。
这本书收录了很多幽默、滑稽的故事，不过倘若能在捧腹大笑之余回味一番，便可发现这些故事背后也蕴含着深刻的哲理。"
555,七-九级,固定格式,,,值此……之际，……,"值此新春佳节之际，衷心感谢您对本公司一直以来的关心和支持！
值此教师节来临之际，祝我校全体老师身体健康，阖家幸福！"
556,七-九级,句子的类型,特殊句型,比较句5,A+形容词+于/过+B,"新型钛合金门窗不仅美观大方，而且在使用寿命方面也远远优于铁窗和铝合金门窗。
对她这种锦衣玉食的富家小姐而言，面子往往胜于一切。
我可不相信这世界上还有厨艺高过您的人。
你争气点，强过你的两个哥哥，不要让那些没安好心的人笑话了。"
557,七-九级,句子的类型,简单复句,并列复句,一来……，二来……，三来……,"他虽然在犹豫，但现在还不会和她说分手，一来于心不忍，二来谈了这么多年多少也习惯了，三来怕别人议论。
他对王经理有相当的敬意，一来因为是自己的顶头上司，二来因为经理对于相关业务确实是烂熟于心，三来因为经理虽沉默寡言但又善于处理人际关系。"
558,七-九级,句子的类型,简单复句,并列复句,一则……，二则……，三则……,"这种药品一则价格高昂，二则产量较少，三则副作用明显，因此难以推广。
排练时需要的演员比实际演出的时候要多一些，一则考察演员的表现，不合适的话就换掉；二则可以相互提出意见，完善表演；三则不上场的演员也可以做一些剧务工作。"
559,七-九级,句子的类型,简单复句,解说复句,所谓……，就是……,"所谓绒面涂料，就是视觉效果一流，又不会引发眩晕，触感柔软而有弹性的新型装饰材料。
企业管理者要为企业的发展提供催化剂。所谓催化剂，就是能为企业发展提供助力的一切行为，包括设立清晰目标、调动员工自主性和创造性，以及提供充分的资源等。"
560,七-九级,句子的类型,简单复句,选择复句,或……，或……,"这一辈子，或饱经挫折，或一帆风顺。受挫折的，心性会得到磨炼，总是处于顺境的，往往思想单纯。
那个工人，或是生病了，或是家里头有事，反正今天来不了了。"
561,七-九级,句子的类型,简单复句,选择复句,宁可/宁愿……，也不……,"今年上半年，门店营业额有二百五十万元之多，但利润仅一万多元，公司经理说：“我们宁可利润少一些，也不能忘掉服务消费者的宗旨。”
这批有志于交响乐艺术的音乐家始终以发展中国高水平的交响乐为己任。他们宁愿生活艰苦些，也不愿放弃自己热爱的事业。"
562,七-九级,句子的类型,简单复句,选择复句,与其……，宁愿/宁可……,"与其在这里胡思乱想，我宁愿当面去问个清楚。
与其跟这些毫无责任心的人一组，我宁可一个人做这个小组作业。"
563,七-九级,句子的类型,简单复句,转折复句,X（倒）是X（了），……,"重庆火锅好吃是好吃，不过对于吃不惯麻辣味的人来说，恐怕会难以入口。
上周的大型相亲会，他迫于父母的压力，去倒是去了，但若是让他在相亲会上勇敢地表达自己，追求心上人，确实是难为他了。"
564,七-九级,句子的类型,简单复句,转折复句,别看……，……,"别看年龄小，他的志向可很大呢！
别看小王一天到晚看上去什么都不在乎的样子，其实他是个特别在意别人看法的人。"
565,七-九级,句子的类型,简单复句,转折复句,虽说……，但/可……,"虽说我的身体不好，但我并不会放弃一直以来的理想。
虽说这位著名画家的一幅画就可赚上百万，可仍然架不住儿子这样挥霍。"
566,七-九级,句子的类型,简单复句,条件复句,无论……与否，都……,"无论你同意与否，他都会按自己的计划去处理这件事的。
所有的工作人员，无论工作成绩优异与否，都是能领到高额奖金的。"
567,七-九级,句子的类型,简单复句,条件复句,凡……（者），均（可）……,"此次比赛设有一、二、三等奖及优秀奖。凡获奖者均颁发荣誉证书。
凡来我市进行技术合作的单位，均可根据自身的资金、设备、专长等条件，进行多领域、多层次的合作。"
568,七-九级,句子的类型,简单复句,假设复句,假若/假使……，……,"假若你不愿待在家里，你可以到湖边散散步，或在公园喝喝茶、下下棋。
我从来都不会后悔之前的决定，假使一切再从头来，结果也还是一样的。"
569,七-九级,句子的类型,简单复句,假设复句,幸亏/幸好……，不然/否则……,"幸好你今天中午替我打了饭，不然我就只有挨饿的份了。
幸亏老张告诉了我哥哥的电话号码，否则我就真没法跟哥哥联系了。"
570,七-九级,句子的类型,简单复句,假设复句,纵然/纵使……，也……,"纵然无人为他加油喝彩，他最终也还是夺取了本站比赛的冠军。
纵使出于好心，你也要注意沟通的方式，说话不要那么直接。"
571,七-九级,句子的类型,简单复句,因果复句,（因）……，故……,"富有智慧者看得透，故不争；胸襟豁达者想得开，故不斗。
肺肉瘤样癌是一种罕见的肺癌，因其症状、体征缺乏特异性，常需术后活检才能确诊，故明确诊断较难。"
572,七-九级,句子的类型,简单复句,因果复句,……，以至（于）……,"自从这种靶向药物问世之后，它的治疗癌症的功能被推崇到了极点，以至它在黑市上的价格被炒到了百万以上。
当下的素质教育实践呈现出明显的形式化特征，以至于一些学校将活动课的数量作为衡量素质教育实施的指标，反而加重了学生负担。"
573,七-九级,句子的类型,简单复句,递进复句,别说……，都/也……,"这本书别说本科生了，研究生读起来都费劲。
他现在没有收入来源，别说10万，就是一万块现在也拿不出。"
574,七-九级,句子的类型,简单复句,递进复句,……不说，还……,"你们在我家住着白吃白喝不说，还给我添乱。
消费者最怕的就是上当受骗，买到假冒伪劣商品，钱花了不说，还弄了一肚子气。"
575,七-九级,句子的类型,简单复句,递进复句,连……都……，更不用说……了,"这道题的解法连老师都得想半天，更不用说学生了。
他连简单的道歉都不肯，更不用说做出什么补偿了。"
576,七-九级,句子的类型,简单复句,递进复句,……尚且……，（更）何况……,"这样的影视作品，成人尚且不宜观看，何况是涉世未深的孩子。
高海拔地区土壤贫瘠、气候恶劣，野草生长尚且困难，更何况发展大规模农业？"
577,七-九级,句子的类型,简单复句,递进复句,……，更不用说……了,"听音乐如果音量过大，对成人的听力都会造成损伤，更不用说对婴幼儿了。所以，让婴幼儿听音乐时，音量要控制适当。
虽说“豪华型”大客车带有卧铺，但路况不好，一路颠簸。坐在这种车上，想打个盹常常都不容易，更不用说睡个安稳觉了。"
578,七-九级,句子的类型,简单复句,目的复句,为（了）……起见，……,"超强台风将在浦东登陆，为安全起见，长三角地区部分列车会临时停运。
医生说他手术恢复得很好，但为了保险起见，还是需要留院观察一段时间。"
579,七-九级,句子的类型,简单复句,目的复句,……，以……,"在广泛听取各方意见之后，工信部决定实施宽带提速计划，以实现上网速度与国际平均水平接轨。
世界卫生组织呼吁成员国加强合作，完善监督机制，保证有充裕的资金，以帮助广大发展中国家。"
580,七-九级,句子的类型,简单复句,紧缩复句,非得……才……,"为什么我事先对你百般劝说都没有用，非得酿成大错你才肯反思？
若是家长不给买玩具，“小皇帝”便会大哭大闹，非得把玩具弄到手才罢休。"
581,七-九级,句子的类型,简单复句,紧缩复句,任……也……,"他的小女儿要是哭起来，任谁也哄不好。
他的心情低落到了极点，似乎任什么事也不能让他开心一点。"
582,七-九级,句子的类型,多重复句,,多重并列复句,"我8岁开始学拉二胡，现已达到第七级了；11岁开始学弹钢琴，现已通过第八级的考试。
我在孩子的成长过程中，给予他充分的自由。我不逼他学奥数，除非他自己愿意学；不逼他音乐考级，只求培养些许乐感；不逼他学外语，只为他提供开口讲外语的机会。"
583,七-九级,句子的类型,多重复句,,多重转折复句,"今年虽然因为气温低，西瓜上市的时间推迟了，但总产量同比增长了近二成。
我清楚地记得那天她戴的是一枚钻戒，虽然她后来坚决否认，说她戴的只不过是枚普通金戒指，而且她发给我的照片也证实了这一点，可我还是不愿意承认我记错了。"
584,七-九级,句子的类型,多重复句,,多重假设复句,"如果你足够努力，而且有一定的天赋，再加上一点点好运气，就一定能通过这次考试。
要是房子没有其他问题，只是因为租金高而迟迟租不出去，你就要考虑降一部分租金试试了。"
585,七-九级,句子的类型,多重复句,,多重因果复句,"由于奥运会足球比赛一开始只面向准业余选手，所以它的水平不能与世界杯相比。于是在1930年乌拉圭举办第一届世界杯后，奥运会足球比赛就退居到次要位置。
他非常热衷于人体研究，因为在研究中不但可以获得新知识，而且还能对自己的身体状况有更深入的了解。"
586,七-九级,句子的类型,多重复句,,多重递进复句,"他不但会吹笛子，而且吹得还挺好，甚至还会做笛子呢！
这个项目不如交给小张负责，这样既能考验小张的能力，又能满足董事长的要求，而且还可以不得罪总经理。"
587,七-九级,语段（句群）,,,时间顺序,"豆腐皮包肉的制作程序如下：取豆腐皮一袋用温水泡软，切成两个饺子皮大小的方块备用。将肉末用姜末、葱花、盐、味精、鸡蛋和好，再将几只冬菇泡软、切碎，放入肉末中拌匀。
在广泛调研的基础上，有关部门合并了一些高度类似的企业，停办一些消耗高、污染重、利润低的企业。经过调整以后，不少厂很快扭亏为盈。"
588,七-九级,语段（句群）,,,空间顺序,"20年前的长江中堡岛已不复存在。现在，在它的左边，大坝已矗立在波涛之中，左岸厂房坝、电厂、泄洪坝等已相继建成。在它的右边，三期工程的主体项目——右岸电厂正夜以继日地工作着。
站在广场的中心位置，向东望去，1号展馆坐落于馆区主轴线上。其南北分别为2、3号展馆。三个展馆从远处看排成一条线，十分整齐。绕过三馆，背后是4、5号展馆，分别位于2、3号馆的东侧，两馆皆为东西走向，共同构成环湖之势。"
589,七-九级,语段（句群）,,,逻辑顺序,"全球变暖是自然因素和人为因素共同作用的结果。一方面，近年来超强的厄尔尼诺现象显著升高了海水温度，使得大洋上空温度偏高。另一方面，人类活动，如大规模的工业排放和森林采伐，是更主要的原因。
该体制的优点是灾害响应速度快，处理突发情况效率高；缺点是不利于整合地方力量，也不利于平日村民自救意识的提高。"
590,七-九级,语段（句群）,,,话题延伸,"甘草i于亚欧大陆的中国北部、蒙古、俄罗斯西伯利亚地区、哈萨克斯坦、巴基斯坦等地都有分布，Øi在中国具体分布于东北、华北、西北等地。甘草i喜光照充足、干燥少雨、冬夏分明以及昼夜温差大的环境，甘草i具有喜光、耐旱、耐热、耐寒及耐盐碱等特性。
人工智能i是新一轮科技革命和产业变革的重要驱动力量，Øi是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。"
591,七-九级,语段（句群）,,,话题转换,"我在创作这幅作品时，是希望能够依靠背影去反映出人物的情绪和精神状态。至于这件作品的展出位置，在规划展厅布局时，就做了特别的安排。
我刻录光盘的速度都是软件默认的，如果自己去调高速度的话光盘容易报废。（至于）价钱嘛，买的比较多的话就一元一张盘。"
592,七-九级,语段（句群）,,,承前省略,"我奶奶虽然没有文化，【】做事却十分干脆，【】听了这话便找出存折，【】抱着我便径直走出家门去银行取钱。
中国政府秉承“以人为本”的精神，【】根据被援助国要求和国际社会的呼吁，【】及时提供了救灾物资、救援队和医疗队，【】尽力提供现汇资金援助，【】积极参与了国际合作的重大紧急救援任务。"
593,七-九级,语段（句群）,,,蒙后省略,"虽然【】没有得到为国家献身的机会，但也一直做好了准备；如果到了那一天，汪昌绪绝对丝毫不会犹豫。
无论【】平时工作多忙，【】回家多晚，王和平都会非常认真地检查孩子的作业。"
